num,A,Lat,Lng,B,C,D,E,F
1,1408497580.44,34.67126049,127.62346101,43.225221037,172.400894746,1.419071442,0.020582405,3.01
2,1408507580.81,34.67105884,127.62348911,44.363177617,173.815555708,1.532269801,0.010523842,3.03
3,1408517580.49,34.67085021,127.62351329,45.718346513,174.898854286,1.514134823,-0.145073398,3.05
4,1408527580.74,34.67063693,127.62353218,46.773575848,176.005332761,1.601599836,-0.053798928,3.07
5,1408537580.56,34.67041783,127.62354706,47.802029037,176.875313705,1.424975573,-0.158820363,3.09
6,1408547580.93,34.67019417,127.62356080,48.760568379,176.842850676,1.486631349,-0.218701165,3.09
7,1408557580.49,34.66996674,127.62357499,49.263879856,176.900255260,1.446531652,-0.411759081,3.09
8,1408567580.97,34.66973951,127.62358847,49.162192043,177.037039439,1.436694290,-0.286821858,3.09
9,1408577580.40,34.66951067,127.62360214,49.720442449,176.805900636,1.528668874,-0.296858063,3.09
10,1408587590.01,34.66927960,127.62361747,50.106657409,176.664909735,1.542687528,-0.324783808,3.08
11,1408597580.45,34.66904652,127.62363259,50.554262488,176.755079128,1.481279298,-0.352404710,3.08
12,1409007580.92,34.66881194,127.62364756,50.766851451,176.783723537,1.369165370,-0.295934668,3.09
13,1409017580.38,34.66857580,127.62366265,51.181611073,176.755383610,1.432473898,-0.283044393,3.08
14,1409027580.89,34.66833771,127.62367810,51.562231294,176.711584667,1.244337197,-0.289961475,3.08
15,1409037580.57,34.66809815,127.62369371,51.924673248,176.720149659,1.355947296,-0.306503321,3.08
16,1409047580.92,34.66785747,127.62370902,52.017685321,176.863043648,1.284346023,-0.333059661,3.09
17,1409057580.53,34.66761632,127.62372415,52.070492391,176.764963808,1.596031880,-0.394816379,3.09
18,1409067580.95,34.66737492,127.62373963,52.052614438,176.774905549,1.424011366,-0.388449998,3.09
19,1409077580.48,34.66713462,127.62375486,51.909394308,176.821014896,1.395227097,-0.361600191,3.09
20,1409087580.83,34.66689362,127.62376958,52.141062480,176.931075328,1.445837609,-0.265021715,3.09
21,1409097580.52,34.66665267,127.62378433,51.785998612,176.908825874,1.436884234,-0.433335965,3.09
22,1409107580.99,34.66641370,127.62379872,51.470424184,176.949399069,1.479478188,-0.409949716,3.09
