num,A,Lat,Lng,B,C,D,E,F
1,1524554690.22,34.65777934,127.33372625,42.151142362,85.289538042,1.491133885,0.524855596,1.49
2,1524564690.26,34.65779425,127.33396234,42.297799419,85.495455235,1.788980279,0.464665720,1.49
3,1524574690.12,34.65780875,127.33419847,41.941760457,85.610413083,1.322634545,0.499587933,1.49
4,1524584690.16,34.65782291,127.33443161,41.448626289,85.482345369,1.238306385,0.309858973,1.49
5,1524594690.32,34.65783786,127.33466140,40.807574486,85.101890786,1.535432326,0.359783566,1.49
6,1525004690.09,34.65785323,127.33488744,39.910258422,85.129733563,1.786459836,0.270248277,1.49
7,1525014690.27,34.65786760,127.33510866,39.222409538,85.773935078,1.117597732,0.354980706,1.50
8,1525024680.95,34.65787817,127.33532540,38.330069047,87.003251359,1.321743450,0.281393824,1.52
9,1525034690.29,34.65788473,127.33553768,37.350411326,88.260121496,1.445856239,0.088249096,1.54
10,1525044680.86,34.65788752,127.33574396,36.118352643,89.086171775,1.878663144,0.208711579,1.55
11,1525054690.34,34.65788956,127.33594266,34.721328871,89.110215318,1.536792777,0.056754178,1.56
12,1525064680.87,34.65789105,127.33613297,33.212914548,89.424952704,1.484279121,-0.004584277,1.56
13,1525074690.27,34.65789171,127.33631598,32.023092623,89.625356774,1.512980549,0.074893929,1.56
14,1525084680.88,34.65789177,127.33649352,31.192053269,89.909769975,1.636572820,-0.336731707,1.57
15,1525094690.45,34.65789166,127.33666432,29.319534143,90.135731958,1.433148382,-1.056190230,1.57
16,1525104680.83,34.65789017,127.33682049,26.140930780,91.357699855,1.244267474,-2.420749931,1.59
17,1525114690.36,34.65788598,127.33696066,24.295399132,92.431993532,0.908585866,-2.426982228,1.61
18,1525124680.81,34.65788111,127.33709021,21.954805374,92.288647721,1.463615900,-3.884115208,1.61
19,1525134690.47,34.65787664,127.33720593,19.442986277,92.804904055,1.633470399,-3.445822272,1.62
20,1525144680.87,34.65787120,127.33730627,16.494136121,94.678470396,1.208065871,-3.740236245,1.65
21,1525154690.43,34.65786096,127.33739449,15.179220427,100.172996765,0.784759575,-3.255167322,1.75
22,1525164680.89,34.65784192,127.33746967,12.554493452,111.189040546,-0.769550373,-2.523467107,1.94
23,1525174690.44,34.65781455,127.33752358,9.697297468,124.690214721,-1.144610922,-1.900723682,2.18
24,1525184680.74,34.65778488,127.33755884,7.868422126,136.035014032,-0.400512114,-1.535110164,2.37
25,1525194690.42,34.65775927,127.33758787,7.432487584,135.576568547,-0.087864870,-0.760588423,2.37
26,1525204680.95,34.65773806,127.33762216,7.811697997,124.972210110,-0.325938706,0.550401147,2.18
27,1525214690.28,34.65772185,127.33766675,9.252677918,109.699080336,1.192785425,-0.307265944,1.91
28,1525224680.96,34.65771487,127.33772573,11.517270909,93.593351136,2.198515989,-0.194447264,1.63
29,1525234690.34,34.65771721,127.33779717,13.928712823,86.130142098,1.482216998,-0.206372719,1.50
30,1525244690.02,34.65772399,127.33788091,15.764799409,83.463135400,1.462469159,-0.724399725,1.46
31,1525254690.42,34.65773387,127.33797520,17.889617540,82.740126747,0.558218117,-0.227061853,1.44
20210908,152455
