num,A,Lat,Lng,B,C,D,E,F
1,0953460280.47,34.58995448,127.78023252,20.474794826,55.087380570,-1.833831676,-2.545300688,0.96
2,0953470280.09,34.59000885,127.78032746,20.785671749,55.323484032,-0.091489859,-2.081152411,0.97
3,0953480280.71,34.59006265,127.78042165,20.077509030,54.629982427,0.365140204,-1.630993884,0.95
4,0953490280.25,34.59012022,127.78050874,19.698188316,49.142083419,0.498260748,-1.587638291,0.86
5,0953500280.48,34.59018133,127.78058898,19.162403995,45.907333030,1.909078582,-2.548100099,0.80
6,0953510280.21,34.59024122,127.78066564,18.512216714,47.409429164,2.276138930,-2.959333126,0.83
7,0953520280.59,34.59029593,127.78074649,18.478203370,52.653366974,2.302232497,-2.170585315,0.92
8,0953530280.26,34.59034133,127.78083214,18.030557507,59.899009557,3.344085822,-1.559965178,1.05
9,0953540280.30,34.59037393,127.78092270,17.028567175,70.535577335,2.763120091,1.006003082,1.23
10,0953550280.50,34.59039006,127.78101272,15.800371791,81.694331662,2.721743145,0.826479736,1.43
11,0953560280.17,34.59039142,127.78110052,15.440076527,92.704826135,3.052545096,1.456523709,1.62
12,0953570280.56,34.59037628,127.78118603,15.901636939,106.639548995,3.313320859,2.740270921,1.86
13,0953580280.23,34.59034332,127.78126821,16.627342075,121.340885699,2.284536768,3.459319862,2.12
14,0953590280.42,34.59029310,127.78134014,16.925590979,134.181717879,2.957071136,4.334592072,2.34
15,0954000280.42,34.59023513,127.78140301,16.473963175,138.273785209,3.552747588,4.346182234,2.41
16,0954010280.06,34.59018068,127.78145766,14.141293444,140.577602895,3.295252870,5.768699394,2.45
17,0954020280.62,34.59013048,127.78150787,13.890427420,140.574741839,2.052238136,5.228675569,2.45
18,0954030280.20,34.59008162,127.78155707,13.829394155,140.403482922,2.063055530,5.120237371,2.45
19,0954040280.63,34.59003279,127.78160527,13.991947464,142.509895635,-0.299172334,4.480927962,2.49
20,0954050280.13,34.58997966,127.78164926,13.734568148,147.329173553,-0.405863264,5.577719820,2.57
20210908,95345
