num,A,Lat,Lng,B,C,D,E,F
1,1402557570.99,34.70768699,127.61452064,20.037739668,217.442983585,1.613424998,-0.514084608,3.80
2,1402567570.61,34.70760946,127.61444947,21.969669065,216.979291273,1.643928215,-0.432826726,3.79
3,1402577580.01,34.70752494,127.61437385,23.385156589,215.910920423,1.572346282,-0.154624461,3.77
4,1402587570.83,34.70743559,127.61429566,23.937274656,215.609555391,1.651446540,-0.359675154,3.76
5,1402597570.99,34.70734598,127.61421791,23.481852144,215.450180347,1.459932498,-0.134771193,3.76
6,1403007570.72,34.70725755,127.61413998,23.832693078,215.919884390,1.682400693,0.033402824,3.77
7,1403017580.12,34.70716726,127.61405975,24.548094847,216.182053392,1.454949509,0.180082213,3.77
8,1403027570.65,34.70707429,127.61397631,25.403448514,216.480669390,1.055465975,0.364006699,3.78
9,1403037580.03,34.70697820,127.61389014,26.153912873,216.352693417,0.462295344,0.306685236,3.78
10,1403047570.69,34.70687937,127.61380208,26.770207307,216.076425121,0.003389829,0.549799802,3.77
11,1403057580.14,34.70677779,127.61371277,27.316385830,215.607849866,-0.550780461,0.627412096,3.76
12,1403067570.73,34.70667347,127.61362447,27.757363609,214.340416634,-1.085633619,0.650466335,3.74
13,1403077580.17,34.70656601,127.61353777,28.072389314,213.304690850,-1.778396157,0.690783467,3.72
14,1403087570.87,34.70645605,127.61345336,28.219111254,211.591389540,-2.293169393,0.977440823,3.69
15,1403097580.06,34.70634331,127.61337247,28.488029488,209.816479248,-2.805048058,1.096570082,3.66
16,1403107570.62,34.70622745,127.61329496,28.827013579,208.042385382,-2.746253048,1.050071175,3.63
17,1403117580.01,34.70610826,127.61322108,29.135838356,206.196515071,-2.773553123,0.981646649,3.60
18,1403127570.93,34.70598568,127.61315144,29.567143057,204.270177305,-2.720241644,0.374947702,3.57
19,1403137570.89,34.70585951,127.61308577,30.001404554,202.399395325,-2.765410936,0.660210425,3.53
20,1403147570.81,34.70572984,127.61302452,30.319959876,200.527165705,-2.971561383,0.549569704,3.50
21,1403157580.00,34.70559575,127.61296643,31.269044887,199.170376351,-2.628024872,1.070097616,3.48
22,1403167570.93,34.70545769,127.61290971,31.890650430,198.155592478,-2.707659484,1.731803601,3.46
23,1403177580.13,34.70531521,127.61285719,32.551478467,195.747868022,-2.599380854,0.762109644,3.42
24,1403187570.90,34.70516760,127.61281186,33.328846884,193.027923909,-2.424189451,0.647628146,3.37
25,1403197580.16,34.70501488,127.61277485,34.071478979,189.863391632,-2.260190443,0.814655535,3.31
26,1403207570.72,34.70485653,127.61274711,35.268237788,187.026431518,-2.317761956,0.982843830,3.26
27,1403217580.11,34.70469099,127.61272731,36.730737433,184.455728511,-1.983041464,0.851910620,3.22
28,1403227570.57,34.70451881,127.61271606,37.959589059,182.036684066,-1.882702638,0.977994754,3.18
29,1403237580.14,34.70434073,127.61271131,39.024995703,180.568330404,-1.921421714,0.753698011,3.15
30,1403247570.62,34.70415802,127.61271332,39.925845091,178.444976454,-1.943769673,0.751390210,3.11
31,1403257570.97,34.70397106,127.61272279,40.806262003,176.905209856,-1.996035418,1.159257883,3.09
32,1403267570.76,34.70378230,127.61273854,40.848242937,175.013346312,-1.623099627,1.004606477,3.05
33,1403277571.00,34.70359401,127.61276263,40.856625777,173.000748884,-1.894050776,1.242028545,3.02
34,1403287570.94,34.70340675,127.61279536,40.881381292,170.543593760,-1.633963426,1.430426141,2.98
35,1403297580.00,34.70321969,127.61283725,41.186800657,168.279482359,-0.398793599,1.663457800,2.94
36,1403307570.77,34.70303322,127.61288799,41.368331216,166.475493834,-0.526056936,2.428830537,2.91
37,1403317580.12,34.70284759,127.61294535,41.295243681,165.014457863,-0.172084857,2.203170219,2.88
38,1403327570.65,34.70266295,127.61300514,41.061788455,164.777713440,0.336877884,2.582444087,2.88
39,1403337580.19,34.70247932,127.61306551,40.930795926,164.419905168,1.364066672,2.702926316,2.87
40,1403347570.68,34.70229704,127.61312630,40.648541525,164.672218546,2.021596928,2.921544803,2.87
41,1403357580.29,34.70211575,127.61318496,40.360481053,165.235702681,2.028818178,3.319065509,2.88
42,1403367570.65,34.70193500,127.61324148,40.176262498,165.531773204,2.044075616,3.291585232,2.89
43,1403377580.16,34.70175527,127.61329599,40.105796221,166.533538893,1.304993836,3.205452322,2.91
44,1403387570.62,34.70157421,127.61334482,40.082864836,168.050329805,1.689158039,3.306023834,2.93
45,1403397580.05,34.70139228,127.61338804,40.280934912,169.229904318,1.610984007,3.548836279,2.95
46,1403407570.72,34.70120705,127.61342825,40.934410817,170.058962241,1.555108017,3.459340819,2.97
47,1403417580.20,34.70101934,127.61346566,41.125636700,171.033476818,1.697893092,3.543564398,2.99
48,1403427570.77,34.70083004,127.61349918,41.404439344,172.073858296,1.388296616,3.319610652,3.00
49,1403437580.11,34.70063953,127.61352801,41.587831109,173.215215176,1.849402836,3.329218368,3.02
50,1403447570.73,34.70044766,127.61355278,41.717766977,174.278994350,1.886711070,3.287883533,3.04
51,1403457580.07,34.70025467,127.61357322,42.161708967,175.303245018,1.964204785,3.378852721,3.06
52,1403467570.86,34.70005873,127.61358947,42.626895393,176.380340985,2.111124809,3.302349758,3.08
53,1403477580.10,34.69986086,127.61360196,42.996767338,177.253011598,2.056534356,3.451611740,3.09
54,1403487570.99,34.69966130,127.61361015,43.180830175,178.541422005,1.977324263,3.395253549,3.12
55,1403497580.25,34.69946085,127.61361242,43.401260670,179.871245609,1.978071202,3.331766624,3.14
56,1403507570.72,34.69925937,127.61361018,43.675818134,180.591570027,2.138871898,3.455572060,3.15
57,1403517580.26,34.69905579,127.61360547,44.272775681,181.280378315,1.991118398,3.451712862,3.16
58,1403527570.72,34.69884985,127.61359689,44.702161709,182.454314081,1.847609964,3.489523983,3.18
59,1403537580.07,34.69864242,127.61358250,45.134432234,183.887634000,2.017730076,3.389545191,3.21
60,1403547570.78,34.69843400,127.61356291,44.702817950,184.573727161,2.081871438,3.280341921,3.22
61,1403557580.18,34.69823059,127.61354071,43.742751086,185.367030722,1.982019473,3.220726537,3.24
62,1403567570.80,34.69802981,127.61351420,43.487035546,186.507726266,1.863739552,3.378852068,3.26
63,1403577580.11,34.69783072,127.61348390,43.208025278,187.289487410,1.645343599,3.251201297,3.27
64,1403587570.88,34.69763325,127.61345264,42.770560432,187.059546271,1.761694170,3.358720874,3.26
65,1403597580.13,34.69743770,127.61342278,42.259455621,187.100341053,1.741011642,3.181926533,3.27
66,1404007570.72,34.69724420,127.61339296,41.871023528,187.156797539,1.649163552,2.558180004,3.27
67,1404017570.99,34.69705351,127.61336382,40.944354548,187.089742982,1.587834484,1.929061617,3.27
68,1404027580.00,34.69686825,127.61333572,39.755707926,186.945838690,1.540511978,1.387448757,3.26
69,1404037580.11,34.69668851,127.61330875,38.451937220,186.872726174,1.503773646,1.279932891,3.26
70,1404047570.88,34.69651404,127.61328276,37.395907047,186.804169726,1.474824154,0.677110357,3.26
71,1404057580.11,34.69634428,127.61325780,36.410936364,186.795565309,1.485903675,0.483449521,3.26
72,1404102570.91,34.69559075,127.61314115,36.926753510,187.337071955,1.525785417,-1.201361033,3.27
73,1404112580.07,34.69541930,127.61311226,37.535545654,188.556520744,1.206349047,-1.707323056,3.29
74,1404122570.90,34.69524519,127.61307734,38.371957292,189.706205167,1.012546276,-2.100368610,3.31
75,1404132580.17,34.69506707,127.61303900,39.212406485,189.724720198,1.279304640,-2.552481297,3.31
76,1404142570.72,34.69488508,127.61300293,40.002432583,188.478620497,1.288136536,-3.033968987,3.29
20210908,140255
