num,A,Lat,Lng,B,C,D,E,F
1,2045193260.38,35.16929985,126.88979506,10.605593531,109.129326229,1.504451899,1.840998724,1.90
2,2045203250.85,35.16928229,126.88985891,13.403431151,108.988009919,1.528691007,1.467710830,1.90
3,2045213260.43,35.16926151,126.88993363,14.617830628,109.033733186,1.696690204,1.639316640,1.90
4,2045223250.97,35.16923908,126.89001407,15.228835270,108.854239045,0.765326659,1.450891265,1.90
5,2045233260.48,35.16921605,126.89009701,15.690152836,108.662407320,0.405630342,0.698909860,1.90
6,2045243250.95,35.16919302,126.89017971,15.422856669,108.549428831,0.481051945,0.533116319,1.89
7,2045253260.49,35.16917038,126.89026149,15.188921312,108.498930585,0.312731546,0.263763888,1.89
8,2045263260.17,35.16914686,126.89034547,16.261919227,108.356318828,1.268701322,0.239411383,1.89
9,2045273260.34,35.16912156,126.89043631,17.443984893,108.528383612,2.248466419,-0.866645643,1.89
10,2045283260.09,35.16909453,126.89053403,18.886458042,108.498568440,2.354282644,0.001980533,1.89
11,2045293260.43,35.16906517,126.89064112,21.281747883,108.389665798,2.156830330,0.165273196,1.89
12,2045303250.97,35.16903227,126.89076312,23.522064563,107.149529702,2.858117706,-0.437944899,1.87
13,2045313260.49,35.16900185,126.89089189,23.571937083,105.135567184,1.564166375,-0.271396402,1.83
14,2045323260.15,35.16897404,126.89101963,23.049670600,104.589222902,1.542974245,-0.290411841,1.83
15,2045333260.19,35.16894651,126.89114637,23.236085897,105.227239301,0.503852582,-0.639499683,1.84
16,2045343260.39,35.16891707,126.89127037,22.598852902,105.843342055,2.071563651,0.253548071,1.85
17,2045353260.04,35.16888789,126.89139057,21.830911008,106.135542038,1.317887840,0.207984642,1.85
18,2045363260.54,35.16885995,126.89150740,21.185380448,106.099232127,0.610940851,0.230922151,1.85
19,2045373250.93,35.16883284,126.89161970,20.406834874,106.551009856,1.195887385,-1.209137877,1.86
20,2045383260.49,35.16880560,126.89172747,19.728364315,106.926034993,1.857652038,-0.512848721,1.87
21,2045393260.11,35.16877879,126.89183131,19.352043033,107.276522449,1.868048103,-0.305513878,1.87
22,2045403260.48,35.16875223,126.89193340,19.166921682,107.581539349,1.253506700,-0.596356841,1.88
23,2045413250.89,35.16872533,126.89203631,19.418614496,107.975262583,0.998765542,-0.575198575,1.88
24,2045423260.51,35.16869742,126.89213969,19.380813859,108.279192236,0.693763478,-0.436255734,1.89
25,2045433260.12,35.16866912,126.89224453,19.988287958,107.955301889,0.853441751,-0.464772054,1.88
26,2045443260.29,35.16864013,126.89235277,20.479688832,108.008522113,0.679874720,-0.810499769,1.89
27,2045453260.17,35.16861023,126.89246495,21.464893094,108.002261318,0.167109622,-0.434368130,1.88
28,2045463260.29,35.16857856,126.89258354,22.736689625,107.826137171,0.308049864,-0.375175583,1.88
29,2045473260.13,35.16854491,126.89270824,23.702080576,107.797873223,1.380780947,0.342350331,1.88
30,2045483260.46,35.16850972,126.89283688,24.326275863,108.233641442,1.967538864,0.279211407,1.89
31,2045493250.94,35.16847338,126.89296893,25.015465038,108.565797061,2.550529450,0.427120669,1.89
32,2045503260.50,35.16843761,126.89310268,24.590960040,108.535054684,2.151393189,0.249756041,1.89
33,2045513250.97,35.16840171,126.89323196,23.743976236,108.587743589,2.177621059,0.177146151,1.90
34,2045523260.46,35.16836671,126.89335902,24.043424542,108.236512589,2.046314962,0.376278709,1.89
35,2045533250.97,35.16833155,126.89348877,24.008805008,108.087049664,1.869851968,-0.016733726,1.89
36,2045543260.59,35.16829654,126.89361899,24.223599981,107.972625476,1.168525102,0.505491703,1.88
37,2045553260.07,35.16826153,126.89374979,24.215599022,107.749757416,0.827919610,0.251559271,1.88
38,2045563260.56,35.16822694,126.89388104,24.387571439,107.707436480,0.795825640,0.264806817,1.88
39,2045573260.20,35.16819155,126.89401287,24.738388273,107.772982119,1.413085041,0.254542300,1.88
40,2045583260.25,35.16815654,126.89414468,24.479397087,107.713801838,1.034508799,0.383216704,1.88
41,2045593260.43,35.16812116,126.89427711,24.571797410,108.006395004,1.175069303,0.031032742,1.89
42,2046003260.12,35.16808531,126.89440922,24.536595786,108.317438065,1.398907029,0.239118563,1.89
43,2046013260.49,35.16804907,126.89453990,24.326451973,108.627034749,1.414107135,0.399289807,1.90
44,2046023260.25,35.16801249,126.89467050,24.248361058,108.480040830,1.848722576,0.180565424,1.89
45,2046033260.51,35.16797692,126.89479833,23.499203621,108.420429956,2.019677148,0.147979805,1.89
46,2046043260.31,35.16794262,126.89492395,23.309840797,108.132795441,1.785788041,0.377980377,1.89
47,2046053260.25,35.16790862,126.89504847,23.052045305,108.185959352,1.595916620,0.234937110,1.89
48,2046063260.26,35.16787475,126.89517273,23.055864113,108.176713292,1.508806429,0.410645357,1.89
49,2046073260.45,35.16784169,126.89529429,22.233893502,108.060849635,1.512159559,0.106125691,1.89
50,2046083260.37,35.16781032,126.89541158,21.369189316,107.945396313,1.596267798,0.199068157,1.88
51,2046093260.12,35.16778066,126.89552426,20.543546346,108.031202437,1.451554991,0.242513005,1.89
52,2046103260.59,35.16775143,126.89563385,20.736572260,108.131797261,1.081207741,0.526558148,1.89
53,2046113260.10,35.16772145,126.89574498,20.632300264,108.014570719,1.234546541,0.378036697,1.89
54,2046123260.48,35.16769193,126.89585618,21.077981108,107.824118491,1.354461732,0.564028849,1.88
55,2046133260.15,35.16766279,126.89596846,20.425780611,107.674429163,1.529195060,0.417203651,1.88
56,2046143260.58,35.16763305,126.89608032,21.181285426,107.518168662,1.576783807,0.401849182,1.88
57,2046153260.02,35.16760281,126.89619508,21.476319857,107.410477696,1.621444502,0.279240379,1.87
58,2046163260.46,35.16757277,126.89630857,20.666552747,107.455980463,1.613647248,0.101518786,1.88
59,2046173260.05,35.16754406,126.89641778,20.234586243,107.483034052,1.202977724,0.514038505,1.88
60,2046183260.50,35.16751570,126.89652599,19.732166439,107.423695457,1.233622152,0.229565387,1.87
61,2046193260.01,35.16748767,126.89663147,19.733287982,107.248134594,0.839046958,0.410564327,1.87
62,2046203260.52,35.16745926,126.89673945,20.243732844,106.944572006,0.997886619,0.079125962,1.87
63,2046213260.11,35.16743111,126.89685022,20.665540577,106.754318140,1.326995082,0.206523747,1.86
64,2046223260.56,35.16740242,126.89696297,20.633249404,107.065619433,1.258237172,0.255635704,1.87
65,2046233260.07,35.16737362,126.89707257,20.243708745,107.408322253,1.273845875,0.045874669,1.87
66,2046243260.57,35.16734457,126.89718188,20.490107134,107.195730363,1.108537518,0.416637743,1.87
67,2046253260.24,35.16731533,126.89729547,21.041190786,106.880049444,1.178221084,0.309055705,1.87
68,2046263260.30,35.16728695,126.89740750,20.457625020,106.904381598,1.593262067,0.293457609,1.87
69,2046273260.54,35.16725848,126.89751909,20.938748482,107.084882849,1.908650640,0.605175807,1.87
70,2046283260.17,35.16722894,126.89763232,20.819970577,107.442541121,1.541287962,0.266228160,1.88
71,2046293260.52,35.16719861,126.89774497,21.145946622,107.667011950,1.515680893,0.481473959,1.88
72,2046303260.05,35.16716883,126.89785886,20.913008604,107.411183934,0.881047721,0.230708987,1.87
73,2046313260.44,35.16713940,126.89797211,20.756239121,107.314922901,1.242879814,0.082598341,1.87
74,2046323260.18,35.16711059,126.89808346,20.698875434,106.984696168,1.424949025,0.290150138,1.87
75,2046333260.31,35.16708273,126.89819467,20.468091520,106.571352929,1.066730339,0.456424779,1.86
76,2046343260.58,35.16705538,126.89830600,20.329155500,106.221538195,0.883690878,0.549096723,1.85
77,2046353260.04,35.16702809,126.89841697,20.455109427,106.399129802,1.255447395,0.378938892,1.86
78,2046363260.67,35.16700041,126.89852746,20.222633003,106.720475652,1.928149589,0.262671996,1.86
79,2046373260.19,35.16697209,126.89863696,20.373728034,107.358342221,1.562050707,0.578338515,1.87
80,2046383260.54,35.16694330,126.89874706,20.518073414,107.289488770,1.354234585,0.342414744,1.87
81,2046393260.16,35.16691442,126.89885843,20.755784942,107.237020289,1.844837726,0.497210574,1.87
82,2046403260.58,35.16688535,126.89897120,20.948720020,107.355607022,2.400846528,0.309200703,1.87
83,2046413260.11,35.16685608,126.89908412,20.801883145,107.237806296,2.522489613,0.398238093,1.87
