num,A,Lat,Lng,B,C,D,E,F
1,2110248290.55,35.13351766,126.90227856,11.045485916,263.821608446,-1.321327726,0.786692419,4.60
2,2110258290.24,35.13351169,126.90221028,13.048263471,263.525792933,-1.148583406,1.298881131,4.60
3,2110268290.41,35.13350567,126.90213277,14.279461068,264.369977876,0.264875784,0.081210450,4.61
4,2110278290.38,35.13350027,126.90204951,14.181031292,265.012933421,0.543473651,1.927933615,4.63
5,2110288290.33,35.13349421,126.90196603,14.409035447,264.511514183,1.436032719,-0.116797974,4.62
6,2110298290.77,35.13348786,126.90188456,14.827769596,264.459636855,0.970853821,0.321615573,4.62
7,2110308290.24,35.13348184,126.90179798,15.791870309,264.864116613,1.408429235,0.548050910,4.62
8,2110318290.57,35.13347657,126.90170637,16.607013411,265.707127829,1.210544541,0.279680986,4.64
9,2110328290.36,35.13347316,126.90161099,17.195400885,268.838916481,0.525646014,0.692387452,4.69
10,2110338290.62,35.13347563,126.90151217,17.870781177,273.825909946,0.887282021,1.027530987,4.78
11,2110348290.27,35.13348698,126.90141262,18.159937239,280.457294896,1.034644761,-0.234783511,4.89
12,2110358290.63,35.13350738,126.90131488,17.875371161,287.103898843,0.169634013,-0.508164777,5.01
13,2110368290.29,35.13353841,126.90122253,18.020204089,294.653451069,0.760253659,-0.577535376,5.14
14,2110378290.75,35.13358020,126.90113248,18.906195348,301.339548187,0.933363069,-1.096668608,5.26
15,2110388290.26,35.13362968,126.90104417,19.020218280,304.887182769,1.220850333,-0.832233570,5.32
16,2110398290.62,35.13368065,126.90095885,18.892827666,306.051568726,0.969052792,-1.181261408,5.34
17,2110408290.24,35.13373343,126.90087548,18.498828640,307.926340606,2.292832877,-1.550906409,5.37
18,2110418290.79,35.13378725,126.90079368,18.584907538,308.661157744,2.708085771,-0.730740293,5.39
19,2110428290.20,35.13384161,126.90071157,18.969133382,308.678650360,1.951014150,-0.981681440,5.39
20,2110438290.75,35.13389696,126.90062729,18.849756702,308.474306077,1.650998188,-1.111412309,5.38
