num,A,Lat,Lng,B,C,D,E,F
1,1512028670.30,34.58915210,127.32386090,35.544971601,297.725599221,2.675917146,0.932844541,5.20
2,1512038670.43,34.58923352,127.32368714,35.662653916,301.239995761,2.882420412,1.003991098,5.26
3,1512048670.29,34.58932413,127.32351993,35.711479044,304.831047620,2.492742115,1.317557079,5.32
4,1512058670.41,34.58942237,127.32335979,35.250563751,307.884916508,2.949588332,1.359949052,5.37
5,1512068670.28,34.58952550,127.32320953,34.642516831,310.598178728,2.326621712,1.421352123,5.42
6,1512078670.46,34.58963010,127.32306329,34.559530055,310.995178633,1.242934718,2.329119033,5.43
7,1512088670.28,34.58973554,127.32291759,34.494102381,311.260869980,0.288783911,2.046817059,5.43
8,1512098670.38,34.58984031,127.32277177,34.351679381,311.014982590,-0.857175779,2.453533874,5.43
9,1512108670.34,34.58994375,127.32262536,34.234297380,310.015334389,-1.736120612,2.180628363,5.41
10,1512118670.56,34.59004232,127.32247585,34.088352179,307.582856018,-2.357672667,2.644167085,5.37
11,1512128670.16,34.59013438,127.32232077,34.018304859,303.656577791,-2.422239849,2.426055461,5.30
12,1512138670.56,34.59021632,127.32215913,33.859972631,299.654317361,-2.222506035,2.258124715,5.23
13,1512148670.15,34.59028878,127.32199093,33.828728849,295.560866748,-2.390450452,2.438805032,5.16
14,1512158670.66,34.59034983,127.32181760,33.830593763,291.474414001,-2.084482911,2.400614305,5.09
15,1512168670.11,34.59040131,127.32163877,33.779125129,287.901335989,-2.354186869,2.429445947,5.02
16,1512178670.75,34.59044725,127.32145727,33.903833309,286.253977107,-0.231333841,1.991708332,5.00
17,1512188670.18,34.59049064,127.32127459,33.946240616,285.706201203,0.842959407,2.038591447,4.99
18,1512198670.71,34.59053448,127.32109137,33.580695417,285.129564110,0.772157250,2.157890052,4.98
19,1512208670.32,34.59057501,127.32091083,32.814038200,285.002226685,0.038829598,1.727874198,4.97
20,1512218670.22,34.59061566,127.32073562,32.139091696,285.942521446,1.431633193,1.048049282,4.99
21,1512228670.37,34.59065883,127.32056379,32.016081588,287.476875724,2.286284787,1.614196513,5.02
22,1512238670.24,34.59070948,127.32039313,32.380077018,291.446364876,3.029030785,1.419794342,5.09
23,1512248670.52,34.59077026,127.32022730,32.329442590,295.722451772,2.754996671,1.310287809,5.16
24,1512258670.31,34.59084154,127.32006714,32.548516110,299.846179278,2.889858110,1.721484866,5.23
25,1512268670.48,34.59092350,127.31991281,32.811179655,304.740278692,2.617482792,1.950816146,5.32
26,1512278670.16,34.59101619,127.31976686,33.109258010,309.648549053,2.846721595,2.701026862,5.40
27,1512288670.51,34.59111933,127.31962863,33.372073566,313.129601332,3.417905260,3.703655626,5.47
28,1512298670.24,34.59122567,127.31949306,33.256330316,313.745533810,1.740458384,3.885126630,5.48
29,1512308670.64,34.59133240,127.31935948,33.025255357,313.885834343,0.280316700,4.141337807,5.48
30,1512318670.20,34.59143714,127.31922538,32.632629991,313.419930342,-1.639139924,3.872764327,5.47
31,1512328670.76,34.59153876,127.31909262,31.916403284,311.507119779,-0.622636858,4.164498194,5.44
32,1512338670.31,34.59163224,127.31895682,31.193299016,308.158252432,-0.699132679,2.741408130,5.38
33,1512348670.50,34.59171734,127.31881618,30.998189443,304.591420206,-1.223391618,2.664120737,5.32
34,1512358670.29,34.59179499,127.31867039,30.773298728,301.195942667,-1.988111764,2.575889565,5.26
35,1512368670.63,34.59186476,127.31852050,30.443003352,297.721454257,-2.490378024,2.516286854,5.20
36,1512378670.39,34.59192563,127.31836778,30.115475685,294.360374169,-2.624887396,2.620393096,5.14
37,1512388670.20,34.59198119,127.31821362,29.902067347,292.996436350,-1.933707646,2.207985023,5.11
38,1512398670.53,34.59203501,127.31805895,29.872666234,292.338545476,-1.956741824,2.607000585,5.10
39,1512408670.22,34.59208794,127.31790342,30.043109274,291.948687360,-0.717276041,2.518330942,5.10
40,1512418670.53,34.59214074,127.31774753,30.142809823,292.071151598,0.308245732,2.949500939,5.10
41,1512428670.27,34.59219410,127.31759149,30.066101834,292.195897787,0.724190727,2.784733275,5.10
