num,A,Lat,Lng,B,C,D,E,F
1,1942438180.43,35.15510136,126.90280515,15.880524122,312.917505209,1.753414409,-0.954796469,5.46
2,1942448180.05,35.15515133,126.90274192,15.418302833,313.951340248,2.009788901,-0.515267625,5.48
3,1942458180.37,35.15520239,126.90268157,15.125020234,316.858079675,1.079656896,-0.559038822,5.53
4,1942468180.01,35.15525499,126.90262638,14.911307875,320.211063812,0.512557940,0.243403207,5.59
5,1942478180.29,35.15531113,126.90257227,15.944492863,322.116239080,-0.101275437,-0.505987021,5.62
6,1942488180.31,35.15537162,126.90251565,17.063581566,322.170893732,1.154887342,-1.047674572,5.62
7,1942498170.95,35.15543489,126.90245428,17.792608694,320.260581707,1.456733382,-0.765391727,5.59
8,1942508180.20,35.15549818,126.90238563,18.639188372,316.913586007,1.548890847,-0.608298726,5.53
9,1942518180.13,35.15556131,126.90230840,19.926749536,314.538213353,-0.651574369,-0.126786026,5.49
10,1942528180.11,35.15562770,126.90222674,21.220435623,314.505546583,-1.461103256,1.395899358,5.49
11,1942538180.55,35.15569745,126.90213797,22.396752686,312.381626056,-0.856810429,0.314890359,5.45
12,1942548180.06,35.15576851,126.90204344,23.003943155,312.578612669,-2.086420180,-1.142265202,5.46
13,1942558180.39,35.15584334,126.90194660,23.923232195,313.260026191,-0.668692874,0.126884417,5.47
14,1942568180.04,35.15591927,126.90184922,24.572155191,313.609629861,-1.139488569,0.574929476,5.47
15,1942578180.14,35.15599893,126.90174766,25.261716978,313.726914540,-2.256463494,-0.709909983,5.48
16,1942588180.15,35.15608100,126.90164423,26.106203726,313.790154382,-2.469277443,0.138524131,5.48
17,1942598180.16,35.15616651,126.90153762,26.892509267,314.521386540,-1.925330267,-0.158988767,5.49
18,1943008180.51,35.15625499,126.90142734,28.010342954,314.176873021,-3.094564190,-0.229026796,5.48
19,1943018180.09,35.15634628,126.90131462,28.312703564,314.594054599,-1.934128920,-0.375422382,5.49
20,1943028180.56,35.15643882,126.90120115,28.473141698,314.819538314,-2.302632637,-0.431197026,5.49
21,1943038170.94,35.15653120,126.90108760,28.646430306,314.410394601,-2.503485700,-0.230623833,5.49
22,1943048180.56,35.15662408,126.90097169,28.679374013,314.450466908,-2.453137554,-0.246547241,5.49
23,1943058170.94,35.15671640,126.90085853,28.141941672,314.953612228,-2.491867029,-0.329858884,5.50
24,1943068180.44,35.15680725,126.90074656,27.528420509,314.732721692,-2.879321340,-0.052485012,5.49
25,1943078171.00,35.15689639,126.90063759,27.303600238,314.959334166,-2.930664534,-0.515323853,5.50
26,1943088180.54,35.15698519,126.90052874,26.807857787,314.762973477,-2.552050186,-0.302365136,5.49
27,1943098180.02,35.15707118,126.90042271,25.824733479,314.789598160,-3.186553706,-1.159626881,5.49
28,1943108180.54,35.15715494,126.90031979,25.374688812,314.690479806,-2.516599861,-0.249030670,5.49
29,1943118180.01,35.15723641,126.90021933,24.546417167,314.732043048,-2.511028286,-0.443920739,5.49
30,1943128180.53,35.15731412,126.90012293,23.228288855,314.587291163,-3.141185830,-0.308519840,5.49
31,1943138170.98,35.15738650,126.90003232,21.494598229,314.278337420,-2.515941156,-0.648109238,5.49
32,1943148180.42,35.15745249,126.89994979,19.521245888,314.536569595,-2.740596741,-0.129043150,5.49
33,1943158170.99,35.15751430,126.89987472,18.150136250,315.055548696,-2.892235674,-0.536693824,5.50
34,1943168180.53,35.15757136,126.89980430,17.013861057,314.220295251,-2.357491460,-0.338726340,5.48
35,1943178180.01,35.15762304,126.89973620,15.861317001,312.478770607,-3.358031266,-0.372615010,5.45
36,1943188180.47,35.15767113,126.89967068,15.054956230,311.673268296,-2.826050011,-0.761123155,5.44
37,1943198180.01,35.15771718,126.89960939,14.506353876,312.256215297,-2.649301567,0.182649777,5.45
38,1943208180.55,35.15776219,126.89954927,14.268894463,312.014102673,-2.192483280,-0.239617563,5.45
39,1943218180.08,35.15780602,126.89948902,13.997756316,311.798716218,-2.165335865,-0.079983769,5.44
40,1943228180.47,35.15784861,126.89943053,13.556994503,311.700098622,-1.909001084,-0.512224311,5.44
41,1943238180.02,35.15788963,126.89937375,13.174294330,311.686966449,-2.315825717,-0.411263541,5.44
42,1943248180.46,35.15792928,126.89931973,12.160694636,311.734760656,-1.886822350,-0.339976812,5.44
43,1943258180.06,35.15796617,126.89927006,11.655828756,311.463622207,-0.946785350,-0.372153490,5.44
44,1943268180.47,35.15800148,126.89922149,11.259676553,311.290274994,-1.112955495,-0.267134845,5.43
45,1943278180.01,35.15803541,126.89917467,10.661288807,311.313632396,-1.440699482,-0.359986088,5.43
46,1943288180.56,35.15806584,126.89913257,9.250298578,311.527427273,-1.462114310,-0.604167273,5.44
47,1943298170.96,35.15809173,126.89909633,7.492871558,311.365068643,-1.708688363,-0.605823729,5.43
48,1943308180.56,35.15811086,126.89906966,5.129869183,311.125730713,-1.815226484,-0.473091241,5.43
49,1943318171.00,35.15812613,126.89904860,4.747818300,311.397587200,-1.847420834,-0.353287697,5.43
50,1943328180.61,35.15813978,126.89902988,3.891518736,311.399482474,-1.990782026,-0.522464625,5.43
51,1943338180.01,35.15814984,126.89901583,2.707307307,311.290322382,-2.142157600,-0.488587197,5.43
52,1943348180.51,35.15815658,126.89900659,1.542587557,311.194458073,-2.279368308,-0.443234432,5.43
53,1943358171.00,35.15816050,126.89900124,1.119585055,311.151312732,-2.267275019,-0.301423989,5.43
54,1944478180.41,35.15820677,126.89893929,2.903305078,312.309140452,-2.584494258,-0.147743048,5.45
55,1944488180.48,35.15821786,126.89892536,4.053361116,312.734032902,-2.527420672,0.002355088,5.46
56,1944498180.44,35.15823433,126.89890442,6.159756279,313.176771065,-2.594013839,0.117913386,5.47
57,1944508180.71,35.15825672,126.89887608,7.391231481,313.275819263,-2.486831930,-0.132768600,5.47
58,1944518180.20,35.15828269,126.89884295,8.817342150,313.425129611,-2.428160090,-0.020248916,5.47
59,1944528180.65,35.15831175,126.89880543,9.507694578,313.067219597,-2.071623895,0.710705736,5.46
60,1944538180.25,35.15834265,126.89876342,10.500672709,311.208348210,-1.887033381,0.193599031,5.43
61,1944548180.78,35.15837352,126.89871669,10.849100008,307.320634488,-1.567137683,0.053459708,5.36
62,1944558180.29,35.15840094,126.89866534,11.027618158,300.522473340,-0.932188084,0.102344057,5.25
63,1944568180.72,35.15842069,126.89860699,11.476469911,288.486179768,-0.182886684,0.523926165,5.04
64,1944578180.47,35.15842927,126.89854078,12.273829603,275.755750369,-0.513341961,0.905195299,4.81
65,1944588180.48,35.15842543,126.89847196,12.553501674,261.153232615,-0.307347576,1.563077951,4.56
66,1944598180.46,35.15840356,126.89840419,13.414001463,242.782942823,1.244873323,0.552368937,4.24
67,1945008180.75,35.15836439,126.89834190,14.624121465,228.814788793,1.622968920,-0.221152586,3.99
68,1945018180.20,35.15831370,126.89827987,16.643477466,225.294967150,1.002147565,0.073925266,3.93
69,1945028180.65,35.15825578,126.89820921,18.793056673,225.581086457,1.150407745,-0.037558720,3.94
70,1945038180.40,35.15819217,126.89813003,20.487535927,225.805796340,1.251734114,-0.197009751,3.94
71,1945048180.74,35.15812378,126.89804454,22.020145921,225.180834389,1.585390447,-0.237176398,3.93
72,1945058180.39,35.15804987,126.89795496,23.209445077,224.637580019,1.397165047,-0.094462777,3.92
73,1945068180.81,35.15797020,126.89786044,24.781166338,223.896630438,0.978696155,-0.260584134,3.91
74,1945078180.19,35.15788477,126.89776297,25.951734797,222.836793808,0.877294716,0.993866223,3.89
75,1945088180.76,35.15779551,126.89766241,26.655361291,222.662785481,1.201703947,2.075118085,3.89
76,1945098180.32,35.15770276,126.89755896,27.185026251,222.163249328,0.872805569,2.960479036,3.88
77,1945108180.71,35.15760831,126.89745531,27.490962822,222.101563845,0.385722699,3.371091417,3.88
78,1945118180.32,35.15751342,126.89734942,27.998361907,222.325733291,1.158732893,3.333667845,3.88
79,1945128180.58,35.15741741,126.89724261,27.863063023,222.637154291,0.857022733,3.345479635,3.89
80,1945138180.39,35.15732268,126.89713490,27.910853737,223.317045211,1.187832647,3.308109158,3.90
81,1945148180.47,35.15722961,126.89702559,27.936005963,224.535962886,1.334448534,3.248911944,3.92
82,1945158180.52,35.15713935,126.89691469,27.448622252,225.953740564,0.767457862,3.388120583,3.94
83,1945168180.50,35.15705260,126.89680251,27.335511384,227.199068327,0.589297410,3.142723816,3.97
84,1945178180.81,35.15696761,126.89668744,27.568668150,228.571057220,0.413523209,3.283197787,3.99
85,1945188180.33,35.15688435,126.89656909,27.835534238,229.980470664,0.743032365,3.325932750,4.01
86,1945198180.81,35.15680286,126.89644660,28.282095633,231.566995336,1.149578137,3.112688871,4.04
87,1945208180.15,35.15672278,126.89631866,28.711972915,233.401931575,1.124544745,2.732005758,4.07
88,1945218180.80,35.15664552,126.89618547,29.162258575,235.543067455,1.267325016,2.764421222,4.11
89,1945228180.27,35.15657010,126.89604731,29.592017215,236.817167482,0.654466326,2.736594117,4.13
90,1945238180.79,35.15649641,126.89590554,29.899412720,238.104827533,1.153675092,2.536445055,4.16
91,1945248180.33,35.15642537,126.89576037,30.147108762,239.601115259,1.269115249,2.562340954,4.18
92,1945258180.67,35.15635568,126.89561221,30.399572753,240.798794483,0.791219994,2.716731290,4.20
93,1945268180.27,35.15628865,126.89546142,30.495191256,242.403162315,1.576913711,2.699662270,4.23
94,1945278180.78,35.15622607,126.89530763,30.467204584,244.701076250,1.027184695,2.541206995,4.27
95,1945288180.26,35.15616841,126.89515147,30.404222059,246.560982906,1.340545856,2.157423799,4.30
96,1945298180.77,35.15611367,126.89499286,30.128700625,247.510203443,1.099512800,1.221525678,4.32
97,1945308180.40,35.15606259,126.89483686,29.582598107,248.666984920,1.064091524,0.212627965,4.34
98,1945318180.75,35.15601310,126.89467955,30.026321349,248.788755945,1.521129563,-0.587774950,4.34
99,1945328180.39,35.15596348,126.89452273,29.409146365,248.908943436,1.524685728,-1.249606927,4.34
100,1945338180.70,35.15591647,126.89437087,28.416380493,249.142297755,1.203059809,-1.895771979,4.35
101,1945348180.28,35.15587049,126.89422226,27.982628789,249.028896942,1.061125269,-2.708587355,4.35
102,1945358180.75,35.15582473,126.89407634,27.544576291,248.931852385,1.308501581,-3.227735523,4.34
103,1945368180.34,35.15577965,126.89393429,26.298460317,248.745271903,0.932968305,-3.610179126,4.34
104,1945378180.69,35.15573681,126.89380075,24.406502345,248.444381032,1.052084588,-3.853864194,4.34
105,1945388180.31,35.15569793,126.89368027,21.396554969,248.766069073,0.776295898,-3.943396487,4.34
106,1945398180.70,35.15566447,126.89357391,19.243064264,249.188490224,0.469544485,-3.723089468,4.35
107,1945408180.31,35.15563320,126.89347301,18.933125359,249.394561936,0.730660238,-3.388495301,4.35
108,1945418180.75,35.15560413,126.89337788,17.129235403,249.540336428,1.018850706,-3.591588267,4.36
109,1945428180.30,35.15557697,126.89328814,16.346837652,249.739963168,0.917266705,-3.194064830,4.36
110,1945438180.87,35.15555144,126.89320274,15.521978835,249.807876997,1.166406665,-2.935214620,4.36
111,1945448180.39,35.15552687,126.89312008,15.246735469,250.528866059,0.441518489,-2.649958791,4.37
112,1945458180.83,35.15550358,126.89303839,15.051011364,250.860463815,0.686996656,-2.690773516,4.38
113,1945468180.32,35.15548018,126.89295646,15.441000641,250.571541242,0.810043162,-2.192202307,4.37
114,1945478180.81,35.15545525,126.89287134,16.181451752,249.770209302,1.201628964,-1.754165935,4.36
115,1945488180.31,35.15542765,126.89278227,17.446150121,249.103384149,0.848971519,-1.285073328,4.35
116,1945498180.81,35.15539808,126.89268726,18.547607424,249.186054688,0.761242715,-0.757926202,4.35
117,1945508180.39,35.15536706,126.89258550,20.023015011,249.704330186,0.724574050,-0.441956510,4.36
118,1945518180.93,35.15533440,126.89247487,21.535891408,249.977041143,0.523919726,-0.114337145,4.36
119,1945528180.36,35.15529967,126.89235819,21.979023291,249.992682597,0.153355841,-0.462742940,4.36
120,1945538180.95,35.15526480,126.89224062,22.283704846,249.958655622,0.048512046,-0.673967765,4.36
121,1945548180.22,35.15522985,126.89212509,21.428315957,249.393665422,0.056267313,0.161669931,4.35
122,1945558180.84,35.15519512,126.89201522,20.382222101,248.418013445,0.758964477,0.089442586,4.34
123,1945568180.32,35.15516142,126.89191092,19.444964271,248.398451289,0.757544272,-0.121970682,4.34
124,1945578180.69,35.15512934,126.89181155,18.651553153,248.367193680,0.904453201,0.208405619,4.33
125,1945588180.30,35.15509818,126.89171520,17.973863039,248.362540038,1.150692960,0.295955326,4.33
20210908,194243
