1,2020088220.87,35.15754908,126.78080480,22.959022109,1.470082590,1.109853021,0.697022535,0.03
2,2020098230.05,35.15765788,126.78080866,23.858531207,1.456952746,0.965147022,0.789573929,0.03
3,2020108220.72,35.15776906,126.78081255,24.287698487,1.457390376,1.390472795,0.808477028,0.03
4,2020118230.20,35.15788415,126.78081616,25.616610297,1.292854624,1.206147071,1.246343481,0.02
5,2020128220.68,35.15800692,126.78081962,27.233052395,1.217652217,1.339835046,1.327610910,0.02
6,2020138230.29,35.15813745,126.78082340,28.784100188,1.041555320,1.533757988,2.050277831,0.02
7,2020148220.75,35.15827404,126.78082591,30.431839827,0.601314260,1.057053016,1.843582931,0.01
8,2020158230.29,35.15841906,126.78082775,31.792822209,0.625469752,0.237403695,1.794425004,0.01
9,2020168220.84,35.15856846,126.78083170,33.138047373,1.261876063,1.117065256,2.065073481,0.02
10,2020178230.12,35.15872445,126.78083704,34.213761091,1.402917137,1.202997021,2.220991697,0.02
11,2020188220.83,35.15888440,126.78084253,34.727850505,1.452260103,1.064437470,2.079163527,0.03
12,2020198230.13,35.15904631,126.78084874,35.224692254,1.622388171,1.183288701,2.248833326,0.03
13,2020208220.92,35.15921137,126.78085545,36.068296598,1.753918916,1.203635533,2.232908249,0.03
14,2020218230.08,35.15937906,126.78086337,36.551698368,2.111685731,1.057165923,2.278638025,0.04
15,2020228220.90,35.15955010,126.78087217,37.487632591,2.306799240,1.046625765,2.273219290,0.04
16,2020238230.02,35.15972571,126.78088078,38.445408171,1.779983092,1.470186792,2.273571048,0.03
17,2020248220.94,35.15990614,126.78088788,39.619198517,1.546184003,1.427433091,2.366320448,0.03
18,2020258230.13,35.16009250,126.78089443,40.780001209,1.328173849,1.676201606,2.347700249,0.02
19,2020268220.84,35.16028391,126.78090016,41.737076057,1.269592768,1.410210932,2.224914847,0.02
20,2020278230.05,35.16047920,126.78090619,42.570280638,1.471663371,0.805514162,2.248399305,0.03
21,2020288230.09,35.16067704,126.78091317,42.658991918,1.599546303,0.769495967,1.881811058,0.03
22,2020298230.10,35.16087389,126.78092234,42.562854354,1.584928051,0.968972793,1.954868009,0.03
23,2020308230.00,35.16107004,126.78092967,42.406209075,1.300540767,1.156075533,2.171934763,0.02
24,2020318230.08,35.16126706,126.78093538,42.790774161,1.060473908,0.836061082,2.178921073,0.02
25,2020328220.78,35.16146904,126.78094096,44.442000780,1.180526354,1.061808042,2.386924398,0.02
26,2020338230.18,35.16167927,126.78094697,45.918192521,1.273194471,1.111444487,2.269229042,0.02
27,2020348220.91,35.16189349,126.78095404,47.117687523,1.464710698,0.857760677,2.342493672,0.03
28,2020358230.01,35.16211479,126.78096212,48.328249654,1.595633574,1.078357754,2.215724123,0.03
29,2020368220.88,35.16234108,126.78097104,48.904352061,1.667234375,1.402783254,2.128896668,0.03
30,2020378230.35,35.16256937,126.78097999,49.027139714,1.603825822,1.469657736,2.175896979,0.03
31,2020388220.91,35.16279596,126.78098815,48.867420851,1.294803349,1.300895358,1.788314604,0.02
32,2020398230.30,35.16302136,126.78099615,48.148387506,1.604175284,1.084787352,2.035247171,0.03
33,2020408220.80,35.16324430,126.78100498,48.708335984,1.934813982,1.042813519,2.210504254,0.03
34,2020418230.26,35.16347532,126.78101733,50.152953968,2.918800329,1.207425880,2.247998882,0.05
35,2020428220.79,35.16370737,126.78103468,50.370099547,3.406934786,1.582935839,2.094481621,0.06
36,2020438230.39,35.16394206,126.78105180,50.242039714,2.937590447,1.966186139,2.062204191,0.05
37,2020448220.91,35.16417345,126.78106675,50.127764666,2.782085598,1.893654304,2.153727712,0.05
38,2020458230.33,35.16440774,126.78107983,50.435034113,2.219051936,1.551612666,2.229081540,0.04
39,2020468220.84,35.16464082,126.78109114,50.640704729,2.140928699,1.462226157,1.989184874,0.04
40,2020478230.38,35.16487655,126.78110225,50.624224534,2.034304618,1.550212344,2.314331246,0.04
41,2020488220.84,35.16510999,126.78111264,50.587271078,1.822791427,1.301364070,2.242549257,0.03
42,2020498230.33,35.16534623,126.78112243,50.699462466,1.573134963,1.857861623,2.142198689,0.03
43,2020508220.94,35.16557945,126.78113061,50.069852257,1.603118830,1.549871113,1.784272823,0.03
44,2020518230.12,35.16580980,126.78113991,48.715180177,1.743593999,1.608167898,2.020976422,0.03
45,2020528220.92,35.16603139,126.78114890,47.245372891,1.796157319,1.885335510,2.006711772,0.03
46,2020538230.14,35.16624852,126.78115763,45.839810560,1.774146705,1.392361585,1.895180658,0.03
47,2020548220.99,35.16645811,126.78116623,44.336345857,1.736062041,1.649546880,1.941223090,0.03
48,2020558230.27,35.16666160,126.78117453,43.055002306,1.487257800,2.043283568,1.863579069,0.03
49,2020568220.92,35.16685793,126.78118142,41.742047922,1.437102794,1.792861237,1.474143981,0.03
50,2020578230.41,35.16705047,126.78118700,40.493638809,1.036664561,1.523339962,1.535924392,0.02
51,2020588221.00,35.16723629,126.78119108,39.162739736,1.149653544,1.159621088,1.230784874,0.02
52,2020598230.35,35.16741515,126.78119559,37.833182807,1.030054251,0.673105791,1.620117919,0.02
53,2021008220.80,35.16758908,126.78120009,37.358812704,1.293096662,0.659778243,1.306657581,0.02
54,2021018230.40,35.16776258,126.78120688,36.986653182,1.815230894,0.843988180,0.951218304,0.03
55,2021028220.85,35.16793278,126.78121419,36.820334825,1.520414560,1.529624173,1.161244186,0.03
56,2021038230.35,35.16810337,126.78122103,36.495632334,1.666596736,0.958492273,1.118216342,0.03
57,2021048220.94,35.16827129,126.78122824,36.038461697,1.807450380,1.537406434,1.157968529,0.03
58,2021058230.28,35.16843746,126.78123527,35.487374337,2.083424666,1.314663434,1.041141924,0.04
59,2021068220.93,35.16859975,126.78124260,34.469584150,1.827416159,1.158296870,0.942015881,0.03
60,2021078230.31,35.16875695,126.78124910,33.417372786,1.727738331,1.505836864,1.076344764,0.03
61,2021088230.05,35.16890951,126.78125530,32.388689727,1.871365178,1.450080750,1.012936928,0.03
62,2021098230.26,35.16905803,126.78126133,31.726816152,1.712152894,0.987554944,0.992692326,0.03
63,2021108220.90,35.16920538,126.78126672,31.997884782,1.349989612,1.014284662,1.343379125,0.02
64,2021118230.34,35.16935639,126.78127076,33.009290515,1.035198756,0.964785122,1.298718764,0.02
65,2021128220.95,35.16951158,126.78127417,33.996422719,1.029514898,0.822407704,1.375391988,0.02
66,2021138230.26,35.16967002,126.78127791,34.075027134,1.300297103,0.897551541,0.828404355,0.02
67,2021148220.95,35.16982792,126.78128315,34.030476846,1.701595326,0.815532037,1.143851752,0.03
68,2021158230.16,35.16998742,126.78128977,34.897509392,1.778910453,0.905511575,1.256555547,0.03
69,2021168220.89,35.17015123,126.78129748,35.855240481,1.890670922,0.853851479,1.343079038,0.03
70,2021178230.20,35.17031961,126.78130444,36.717883251,1.369558933,0.992391725,1.173133936,0.02
71,2021188220.94,35.17048893,126.78130957,36.344255527,1.574171438,1.231185480,1.163869052,0.03
72,2021198230.28,35.17065806,126.78131651,36.685475290,1.800067743,1.105008539,1.190713320,0.03
73,2021208230.01,35.17082947,126.78132270,37.305275240,1.515360571,1.137292933,1.455954784,0.03
74,2021218230.17,35.17100259,126.78132863,37.372293467,1.485533980,1.256500343,1.406911189,0.03
75,2021228220.99,35.17117575,126.78133502,37.180911866,1.717749122,1.278586488,0.971313356,0.03
76,2021238230.26,35.17134799,126.78134158,37.144911258,1.679011853,1.415137308,1.232718848,0.03
77,2021248230.13,35.17152000,126.78134755,36.926427243,1.539537077,1.103724633,1.102580765,0.03
78,2021258230.14,35.17168912,126.78135377,36.195173713,1.646570595,1.096236592,1.034530623,0.03
79,2021268230.07,35.17185654,126.78135973,36.067707093,1.523764243,1.004412583,1.228435814,0.03
80,2021278230.05,35.17202300,126.78136566,35.898789722,1.621462375,0.470739806,1.227435836,0.03
81,2021288230.36,35.17218921,126.78137223,35.866059201,1.570966305,0.790756175,1.095008867,0.03
82,2021298230.10,35.17235502,126.78137820,35.444447969,1.396192265,0.996175867,0.867494849,0.02
83,2021308230.44,35.17251866,126.78138461,35.199862587,1.651202642,1.485756636,1.103078870,0.03
84,2021318221.00,35.17268064,126.78139125,34.821496575,1.853104233,0.972412033,1.301944209,0.03
85,2021328230.38,35.17284155,126.78139924,34.641041214,2.300278725,1.717687391,1.104807939,0.04
86,2021338230.08,35.17300164,126.78140756,34.429534865,2.283627234,1.404895044,1.151130259,0.04
87,2021348230.42,35.17316030,126.78141574,34.265555992,1.987174607,1.918590208,0.911828475,0.03
88,2021358220.87,35.17331790,126.78142183,33.623922099,1.345267630,1.700649043,0.943058846,0.02
89,2021368230.39,35.17347178,126.78142579,33.315329046,1.022109955,1.685992433,0.986964670,0.02
90,2021378220.92,35.17362652,126.78142952,33.239927980,1.206228467,0.928524686,0.673782348,0.02
91,2021388230.46,35.17378105,126.78143430,33.280744734,1.418527777,0.881340443,0.584813720,0.02
92,2021398220.80,35.17393549,126.78144025,32.964647538,1.407724715,1.523923956,0.386085945,0.02
